edicao,pergunta_enunciado,dimensao_1,categoria_1,dimensao_2,categoria_2,respondentes,total_no_grupo,participacao_pct
2025-2026,R22,regiao_onde_mora,Sul,faixa_salarial,de R$ 30.001/mês a R$ 40.000/mês,15,510,2.9412
2023-2024,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo 100% presencial,111,304,36.5132
2023-2024,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,37,304,12.1711
2023-2024,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),29,304,9.5395
2023-2024,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo 100% remoto,127,304,41.7763
2023-2024,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,46,501,9.1816
2023-2024,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo 100% remoto,298,501,59.481
2023-2024,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo 100% presencial,115,501,22.9541
2023-2024,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),42,501,8.3832
2023-2024,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo 100% presencial,23,69,33.3333
2023-2024,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,6,69,8.6957
2023-2024,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo 100% remoto,32,69,46.3768
2023-2024,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8,69,11.5942
2023-2024,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,571,2890,19.7578
2023-2024,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),706,2890,24.4291
2023-2024,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo 100% remoto,1249,2890,43.218
2023-2024,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo 100% presencial,364,2890,12.5952
2023-2024,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),157,886,17.7201
2023-2024,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo 100% presencial,169,886,19.0745
2023-2024,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo 100% remoto,446,886,50.3386
2023-2024,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,114,886,12.8668
2024-2025,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo 100% presencial,104,300,34.6667
2024-2025,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo 100% remoto,122,300,40.6667
2024-2025,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),37,300,12.3333
2024-2025,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,37,300,12.3333
2024-2025,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo 100% remoto,256,447,57.2707
2024-2025,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,43,447,9.6197
2024-2025,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo 100% presencial,111,447,24.8322
2024-2025,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),37,447,8.2774
2024-2025,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3,57,5.2632
2024-2025,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo 100% presencial,19,57,33.3333
2024-2025,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo 100% remoto,30,57,52.6316
2024-2025,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,5,57,8.7719
2024-2025,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),727,2939,24.7363
2024-2025,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,606,2939,20.6193
2024-2025,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo 100% remoto,1257,2939,42.7696
2024-2025,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo 100% presencial,349,2939,11.8748
2024-2025,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),166,988,16.8016
2024-2025,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo 100% remoto,489,988,49.4939
2024-2025,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,135,988,13.664
2024-2025,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo 100% presencial,198,988,20.0405
2025-2026,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),30,221,13.5747
2025-2026,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo 100% presencial,85,221,38.4615
2025-2026,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo 100% remoto,73,221,33.0317
2025-2026,R22,regiao_onde_mora,Centro-oeste,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,33,221,14.9321
2025-2026,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),34,329,10.3343
2025-2026,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,36,329,10.9422
2025-2026,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo 100% remoto,173,329,52.5836
2025-2026,R22,regiao_onde_mora,Nordeste,modelo_trabalho,Modelo 100% presencial,86,329,26.1398
2025-2026,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo 100% remoto,21,36,58.3333
2025-2026,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo 100% presencial,10,36,27.7778
2025-2026,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3,36,8.3333
2025-2026,R22,regiao_onde_mora,Norte,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,2,36,5.5556
2025-2026,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo 100% presencial,351,2024,17.3419
2025-2026,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo 100% remoto,744,2024,36.7589
2025-2026,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),459,2024,22.6779
2025-2026,R22,regiao_onde_mora,Sudeste,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,470,2024,23.2213
2025-2026,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,78,510,15.2941
2025-2026,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo 100% remoto,238,510,46.6667
2025-2026,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),77,510,15.098
2025-2026,R22,regiao_onde_mora,Sul,modelo_trabalho,Modelo 100% presencial,117,510,22.9412
2023-2024,R22,nivel,Júnior,modelo_trabalho,Modelo 100% presencial,283,1046,27.0554
2023-2024,R22,nivel,Júnior,modelo_trabalho,Modelo 100% remoto,395,1046,37.7629
2023-2024,R22,nivel,Júnior,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),182,1046,17.3996
2023-2024,R22,nivel,Júnior,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,186,1046,17.782
2023-2024,R22,nivel,Pleno,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),257,1392,18.4626
2023-2024,R22,nivel,Pleno,modelo_trabalho,Modelo 100% remoto,673,1392,48.3477
2023-2024,R22,nivel,Pleno,modelo_trabalho,Modelo 100% presencial,224,1392,16.092
2023-2024,R22,nivel,Pleno,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,238,1392,17.0977
2023-2024,R22,nivel,Sênior,modelo_trabalho,Modelo 100% remoto,796,1419,56.0958
2023-2024,R22,nivel,Sênior,modelo_trabalho,Modelo 100% presencial,128,1419,9.0204
2023-2024,R22,nivel,Sênior,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),289,1419,20.3665
2023-2024,R22,nivel,Sênior,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,206,1419,14.5173
2024-2025,R22,nivel,Júnior,modelo_trabalho,Modelo 100% remoto,301,868,34.6774
2024-2025,R22,nivel,Júnior,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,146,868,16.8203
2024-2025,R22,nivel,Júnior,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),146,868,16.8203
2024-2025,R22,nivel,Júnior,modelo_trabalho,Modelo 100% presencial,275,868,31.682
2024-2025,R22,nivel,Pleno,modelo_trabalho,Modelo 100% presencial,227,1376,16.4971
2024-2025,R22,nivel,Pleno,modelo_trabalho,Modelo 100% remoto,654,1376,47.5291
2024-2025,R22,nivel,Pleno,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),238,1376,17.2965
2024-2025,R22,nivel,Pleno,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,257,1376,18.6773
2024-2025,R22,nivel,Sênior,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,247,1572,15.7125
2024-2025,R22,nivel,Sênior,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),302,1572,19.2112
2024-2025,R22,nivel,Sênior,modelo_trabalho,Modelo 100% remoto,906,1572,57.6336
2024-2025,R22,nivel,Sênior,modelo_trabalho,Modelo 100% presencial,117,1572,7.4427
2025-2026,R22,nivel,Especialista/Staff+,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),73,349,20.9169
2025-2026,R22,nivel,Especialista/Staff+,modelo_trabalho,Modelo 100% remoto,180,349,51.5759
2025-2026,R22,nivel,Especialista/Staff+,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,64,349,18.3381
2025-2026,R22,nivel,Especialista/Staff+,modelo_trabalho,Modelo 100% presencial,32,349,9.1691
2025-2026,R22,nivel,Júnior,modelo_trabalho,Modelo 100% presencial,190,518,36.6795
2025-2026,R22,nivel,Júnior,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,114,518,22.0077
2025-2026,R22,nivel,Júnior,modelo_trabalho,Modelo 100% remoto,134,518,25.8687
2025-2026,R22,nivel,Júnior,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),80,518,15.444
2025-2026,R22,nivel,Pleno,modelo_trabalho,Modelo 100% presencial,176,775,22.7097
2025-2026,R22,nivel,Pleno,modelo_trabalho,Modelo 100% remoto,309,775,39.871
2025-2026,R22,nivel,Pleno,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),143,775,18.4516
2025-2026,R22,nivel,Pleno,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,147,775,18.9677
2025-2026,R22,nivel,Sênior,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,166,858,19.3473
2025-2026,R22,nivel,Sênior,modelo_trabalho,Modelo 100% remoto,426,858,49.6503
2025-2026,R22,nivel,Sênior,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),148,858,17.2494
2025-2026,R22,nivel,Sênior,modelo_trabalho,Modelo 100% presencial,118,858,13.7529
2023-2024,R23,modelo_trabalho,Modelo 100% presencial,satisfacao,Nao,358,790,45.3165
2023-2024,R23,modelo_trabalho,Modelo 100% presencial,satisfacao,Sim,432,790,54.6835
2023-2024,R23,modelo_trabalho,Modelo 100% remoto,satisfacao,Sim,1721,2201,78.1917
2023-2024,R23,modelo_trabalho,Modelo 100% remoto,satisfacao,Nao,480,2201,21.8083
2023-2024,R23,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,satisfacao,Sim,528,790,66.8354
2023-2024,R23,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,satisfacao,Nao,262,790,33.1646
2023-2024,R23,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),satisfacao,Nao,233,972,23.9712
2023-2024,R23,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),satisfacao,Sim,739,972,76.0288
2024-2025,R23,modelo_trabalho,Modelo 100% presencial,satisfacao,Nao,398,792,50.2525
2024-2025,R23,modelo_trabalho,Modelo 100% presencial,satisfacao,Sim,394,792,49.7475
2024-2025,R23,modelo_trabalho,Modelo 100% remoto,satisfacao,Sim,1666,2221,75.0113
2024-2025,R23,modelo_trabalho,Modelo 100% remoto,satisfacao,Nao,555,2221,24.9887
2024-2025,R23,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,satisfacao,Sim,536,850,63.0588
2024-2025,R23,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,satisfacao,Nao,314,850,36.9412
2024-2025,R23,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),satisfacao,Sim,738,998,73.9479
2024-2025,R23,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),satisfacao,Nao,260,998,26.0521
2025-2026,R23,modelo_trabalho,Modelo 100% presencial,satisfacao,Nao,308,670,45.9701
2025-2026,R23,modelo_trabalho,Modelo 100% presencial,satisfacao,Sim,362,670,54.0299
2025-2026,R23,modelo_trabalho,Modelo 100% remoto,satisfacao,Nao,327,1281,25.5269
2025-2026,R23,modelo_trabalho,Modelo 100% remoto,satisfacao,Sim,954,1281,74.4731
2025-2026,R23,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,satisfacao,Nao,208,645,32.2481
2025-2026,R23,modelo_trabalho,Modelo híbrido com dias fixos de trabalho presencial,satisfacao,Sim,437,645,67.7519
2025-2026,R23,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),satisfacao,Nao,158,631,25.0396
2025-2026,R23,modelo_trabalho,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),satisfacao,Sim,473,631,74.9604
2023-2024,R21,setor,Agronegócios,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,9,15,60.0
2023-2024,R21,setor,Agronegócios,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",4,15,26.6667
2023-2024,R21,setor,Agronegócios,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",2,15,13.3333
2023-2024,R21,setor,Educação,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",4,49,8.1633
2023-2024,R21,setor,Educação,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",9,49,18.3673
2023-2024,R21,setor,Educação,ia_prioridade,Não sei opinar sobre esse assunto.,3,49,6.1224
2023-2024,R21,setor,Educação,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",17,49,34.6939
2023-2024,R21,setor,Educação,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,16,49,32.6531
2023-2024,R21,setor,Entretenimento ou Esportes,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",2,8,25.0
2023-2024,R21,setor,Entretenimento ou Esportes,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,4,8,50.0
2023-2024,R21,setor,Entretenimento ou Esportes,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",2,8,25.0
2023-2024,R21,setor,Filantropia/ONG's,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",1,6,16.6667
2023-2024,R21,setor,Filantropia/ONG's,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",1,6,16.6667
2023-2024,R21,setor,Filantropia/ONG's,ia_prioridade,Não sei opinar sobre esse assunto.,1,6,16.6667
2023-2024,R21,setor,Filantropia/ONG's,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",2,6,33.3333
2023-2024,R21,setor,Filantropia/ONG's,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,1,6,16.6667
2023-2024,R21,setor,Finanças ou Bancos,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",17,148,11.4865
2023-2024,R21,setor,Finanças ou Bancos,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,52,148,35.1351
2023-2024,R21,setor,Finanças ou Bancos,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",33,148,22.2973
2023-2024,R21,setor,Finanças ou Bancos,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",41,148,27.7027
2023-2024,R21,setor,Finanças ou Bancos,ia_prioridade,Não sei opinar sobre esse assunto.,5,148,3.3784
2023-2024,R21,setor,Indústria,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",21,51,41.1765
2023-2024,R21,setor,Indústria,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,12,51,23.5294
2023-2024,R21,setor,Indústria,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",7,51,13.7255
2023-2024,R21,setor,Indústria,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",11,51,21.5686
2023-2024,R21,setor,Internet/Ecommerce,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,6,28,21.4286
2023-2024,R21,setor,Internet/Ecommerce,ia_prioridade,Não sei opinar sobre esse assunto.,2,28,7.1429
2023-2024,R21,setor,Internet/Ecommerce,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",8,28,28.5714
2023-2024,R21,setor,Internet/Ecommerce,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",8,28,28.5714
2023-2024,R21,setor,Internet/Ecommerce,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",4,28,14.2857
2023-2024,R21,setor,Marketing,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",7,24,29.1667
2023-2024,R21,setor,Marketing,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",4,24,16.6667
2023-2024,R21,setor,Marketing,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,8,24,33.3333
2023-2024,R21,setor,Marketing,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",5,24,20.8333
2023-2024,R21,setor,Outra Opção,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",5,61,8.1967
2023-2024,R21,setor,Outra Opção,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,18,61,29.5082
2023-2024,R21,setor,Outra Opção,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",20,61,32.7869
2023-2024,R21,setor,Outra Opção,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",18,61,29.5082
2023-2024,R21,setor,Seguros ou Previdência,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",1,7,14.2857
2023-2024,R21,setor,Seguros ou Previdência,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,1,7,14.2857
2023-2024,R21,setor,Seguros ou Previdência,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",3,7,42.8571
2023-2024,R21,setor,Seguros ou Previdência,ia_prioridade,Não sei opinar sobre esse assunto.,2,7,28.5714
2023-2024,R21,setor,Setor Alimentício,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",6,27,22.2222
2023-2024,R21,setor,Setor Alimentício,ia_prioridade,Não sei opinar sobre esse assunto.,4,27,14.8148
2023-2024,R21,setor,Setor Alimentício,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",10,27,37.037
2023-2024,R21,setor,Setor Alimentício,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,7,27,25.9259
2023-2024,R21,setor,Setor Automotivo,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,3,7,42.8571
2023-2024,R21,setor,Setor Automotivo,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",1,7,14.2857
2023-2024,R21,setor,Setor Automotivo,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",3,7,42.8571
2023-2024,R21,setor,Setor Farmaceutico,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",2,3,66.6667
2023-2024,R21,setor,Setor Farmaceutico,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,1,3,33.3333
2023-2024,R21,setor,Setor Imobiliário/ Construção Civil,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",4,19,21.0526
2023-2024,R21,setor,Setor Imobiliário/ Construção Civil,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",7,19,36.8421
2023-2024,R21,setor,Setor Imobiliário/ Construção Civil,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",1,19,5.2632
2023-2024,R21,setor,Setor Imobiliário/ Construção Civil,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,7,19,36.8421
2023-2024,R21,setor,Setor Público,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",8,34,23.5294
2023-2024,R21,setor,Setor Público,ia_prioridade,Não sei opinar sobre esse assunto.,1,34,2.9412
2023-2024,R21,setor,Setor Público,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",3,34,8.8235
2023-2024,R21,setor,Setor Público,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,18,34,52.9412
2023-2024,R21,setor,Setor Público,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",4,34,11.7647
2023-2024,R21,setor,Setor de Energia,ia_prioridade,Não sei opinar sobre esse assunto.,1,9,11.1111
2023-2024,R21,setor,Setor de Energia,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,5,9,55.5556
2023-2024,R21,setor,Setor de Energia,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",1,9,11.1111
2023-2024,R21,setor,Setor de Energia,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",2,9,22.2222
2023-2024,R21,setor,Tecnologia/Fábrica de Software,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,38,177,21.4689
2023-2024,R21,setor,Tecnologia/Fábrica de Software,ia_prioridade,Não sei opinar sobre esse assunto.,8,177,4.5198
2023-2024,R21,setor,Tecnologia/Fábrica de Software,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",43,177,24.2938
2023-2024,R21,setor,Tecnologia/Fábrica de Software,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",53,177,29.9435
2023-2024,R21,setor,Tecnologia/Fábrica de Software,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",35,177,19.774
2023-2024,R21,setor,Telecomunicação,ia_prioridade,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).",2,19,10.5263
2023-2024,R21,setor,Telecomunicação,ia_prioridade,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.,6,19,31.5789
2023-2024,R21,setor,Telecomunicação,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",3,19,15.7895
2023-2024,R21,setor,Telecomunicação,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",5,19,26.3158
2023-2024,R21,setor,Telecomunicação,ia_prioridade,Não sei opinar sobre esse assunto.,3,19,15.7895
2023-2024,R21,setor,Varejo,ia_prioridade,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).",28,83,33.7349
2023-2024,R21,setor,Varejo,ia_prioridade,Não sei opinar sobre esse assunto.,3,83,3.6145
2023-2024,R21,setor,Varejo,ia_prioridade,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco).",32,83,38.5542
